id,img,field,name,brand,price,pricestring,screensize,weight,ram,rom,maincamrez,selficamrez,tarakompixeli,description
90,90,tablet,تبلت سامسونگ مدل Galaxy Tab A9 Plus 5G,sam,28000000,۲۸.۰۰۰.۰۰۰,11 اینچ,۴۹۲ گرم,6,128,8,8,206,تبلت Samsung Galaxy Tab A9 Plus 5G یکی دیگر از مدل‌های سری A سامسونگ است که هم‌زمان با مدل استاندارد A9 معرفی شد، اما تمرکز آن روی اتصال ۵G و نمایشگر بزرگ‌تر است. این مدل با ابعاد ۲۵۷.۱ در ۱۶۸.۷ میلی‌متر و ضخامت ۶.۹ میلی‌متر، طراحی باریک و نسبتا سبک با وزن ۴۹۲ گرم دارد. برخلاف نسخه معمولی، این تبلت از یک سیم‌کارت نانو و قابلیت E-Sim پشتیبانی می‌کند، هرچند در ایران استفاده از E-Sim فعلا امکان‌پذیر نیست. سیستم‌عامل آن اندروید ۱۳ با رابط کاربری One UI ۶.۱ تجربه‌ای روان و مدرن ارائه می‌دهد. نمایشگر ۱۱ اینچی TFT با رزولوشن ۱۹۲۰ در ۱۲۰۰ پیکسل و تراکم ۲۰۶ppi کیفیت بهتری نسبت به نسخه ۸.۷ اینچی دارد و نرخ نوسازی ۹۰ هرتز باعث نمایش روان‌تر محتوا می‌شود. نسبت تصویر ۱۶:۱۰ و قابلیت نمایش ۱۶ میلیون رنگ، تجربه تماشای فیلم و بازی را ارتقا می‌دهد، هرچند پنل TFT هنوز در نمایش رنگ‌ها محدودیت دارد. تراشه Snapdragon 695 5G با لیتوگرافی ۶ نانومتری و پردازنده هشت هسته‌ای (دو هسته Kryo 660 Gold و شش هسته Kryo 660 Silver) همراه با پردازنده گرافیکی Adreno 619، عملکرد مناسبی برای برنامه‌های روزمره، شبکه‌های اجتماعی و بازی‌های سبک تا متوسط ارائه می‌دهد. رم ۴ گیگابایتی و حافظه داخلی ۶۴ گیگابایت قابل ارتقا تا یک ترابایت با کارت microSD فضای کافی برای ذخیره فایل‌ها فراهم می‌کند، هرچند حجم رم کمتر از نسخه استاندارد است و ممکن است در مولتی‌تسکینگ سنگین محدودیت ایجاد کند. دوربین اصلی ۸ مگاپیکسلی با فوکوس خودکار و قابلیت فیلم‌برداری Full HD کیفیت مناسبی برای عکس‌ها و ویدیوهای روزمره ارائه می‌دهد. دوربین سلفی ۵ مگاپیکسلی کیفیت تماس‌های تصویری و کلاس‌های آنلاین را افزایش داده و نسبت به نسخه ۸.۷ اینچی، تجربه بهتری برای ویدیوچت فراهم می‌کند. باتری ۷۰۴۰ میلی‌آمپرساعتی با پشتیبانی از شارژ سریع ۱۵ واتی طول عمر مناسبی برای استفاده روزمره و حتی کاربری نیمه‌سنگین دارد. این تبلت مجهز به چهار اسپیکر ۱.۲ واتی استریو است که کیفیت صدا را در تماشای فیلم و پخش موسیقی بهبود می‌بخشد. حسگرهای قطب‌نما، شتاب‌سنج، مجاورت و ژیروسکوپ نیز امکانات جانبی کامل و کاربردی فراهم می‌کنند.
91,91,tablet,تبلت اپل مدل iPad Air 2025 M3 Wi-Fi,iph,86990000,۸۶.۹۹۰.۰۰۰,11 اینچ,۴۴۴ گرم,8,128,12,8,246,اپل با نسل یازدهم آیپد ۱۱ اینچی در سال ۲۰۲۵، همچنان جایگاه خود را به عنوان بهترین تبلت برای اکثر مردم حفظ کرده است. این مدل با ارتقای پردازنده به A16 Bionic تعادل بسیار خوبی بین عملکرد، امکانات و قیمت برقرار می‌کند. طراحی آلومینیومی آشنا و خوش‌ساخت آن با ضخامت ۷ میلی‌متر و وزن ۴۷۷ گرم، در کنار صفحه‌نمایش ۱۱ اینچی Liquid Retina با رزولوشن ۱۶۴۰ در ۲۳۶۰ پیکسل و رنگ‌های زنده و روشنایی ۵۰۰ نیت، تجربه‌ی بصری لذت‌بخشی را برای وب‌گردی، تماشای فیلم و بازی ارائه می‌دهد، هرچند نمایشگر ۶۰ هرتزی آن فاقد برخی ویژگی‌های مدل‌های گران‌تر مانند پوشش ضد انعکاس است. تراشه‌ی A16 Bionic با پردازنده ۵ هسته‌ای، گرافیک ۴ هسته‌ای و موتور عصبی ۱۶ هسته‌ای به همراه ۶ گیگابایت رم، جهش عملکردی قابل توجهی نسبت به نسل قبل ایجاد کرده و اجرای روان برنامه‌ها و بازی‌ها را تضمین می‌کند. با این حال، این تراشه برای اجرای قابلیت‌های پیشرفته‌ی Apple Intelligence کافی نیست. گزینه‌های حافظه داخلی از ۱۲۸ گیگابایت تا ۵۱۲ گیگابایت متغیرند. دوربین‌های ۱۲ مگاپیکسلی پشت و جلو مجهز به Center Stage، کیفیت مناسبی برای یک تبلت دارند. عمر باتری مانند همیشه عالی است و تا ۱۰ ساعت استفاده‌ی مداوم را فراهم می‌کند. اتصالات شامل Wi-Fi 6، بلوتوث 5.3 و پورت USB-C 2.0 است و با نسل اول قلم اپل و کیبورد Magic Keyboard Folio سازگار است. آیپد ۲۰۲۵، با وجود نداشتن جدیدترین قابلیت‌های هوش مصنوعی، همچنان یک تبلت فوق‌العاده کارآمد و با ارزش خرید بالاست که نیازهای روزمره‌ی اکثر کاربران را به بهترین شکل برآورده می‌کند.
92,92,tablet,تبلت سامسونگ مدل Galaxy Tab A9,sam,14599300,۱۴.۵۹۹.۳۰۰,11 اینچ,۴۹۲ گرم,4,64,8,8,206,تبلت Samsung Galaxy Tab A9 Plus 5G یکی دیگر از مدل‌های سری A سامسونگ است که هم‌زمان با مدل استاندارد A9 معرفی شد، اما تمرکز آن روی اتصال ۵G و نمایشگر بزرگ‌تر است. این مدل با ابعاد ۲۵۷.۱ در ۱۶۸.۷ میلی‌متر و ضخامت ۶.۹ میلی‌متر، طراحی باریک و نسبتا سبک با وزن ۴۹۲ گرم دارد. برخلاف نسخه معمولی، این تبلت از یک سیم‌کارت نانو و قابلیت E-Sim پشتیبانی می‌کند، هرچند در ایران استفاده از E-Sim فعلا امکان‌پذیر نیست. سیستم‌عامل آن اندروید ۱۳ با رابط کاربری One UI ۶.۱ تجربه‌ای روان و مدرن ارائه می‌دهد. نمایشگر ۱۱ اینچی TFT با رزولوشن ۱۹۲۰ در ۱۲۰۰ پیکسل و تراکم ۲۰۶ppi کیفیت بهتری نسبت به نسخه ۸.۷ اینچی دارد و نرخ نوسازی ۹۰ هرتز باعث نمایش روان‌تر محتوا می‌شود. نسبت تصویر ۱۶:۱۰ و قابلیت نمایش ۱۶ میلیون رنگ، تجربه تماشای فیلم و بازی را ارتقا می‌دهد، هرچند پنل TFT هنوز در نمایش رنگ‌ها محدودیت دارد. تراشه Snapdragon 695 5G با لیتوگرافی ۶ نانومتری و پردازنده هشت هسته‌ای (دو هسته Kryo 660 Gold و شش هسته Kryo 660 Silver) همراه با پردازنده گرافیکی Adreno 619، عملکرد مناسبی برای برنامه‌های روزمره، شبکه‌های اجتماعی و بازی‌های سبک تا متوسط ارائه می‌دهد. رم ۴ گیگابایتی و حافظه داخلی ۶۴ گیگابایت قابل ارتقا تا یک ترابایت با کارت microSD فضای کافی برای ذخیره فایل‌ها فراهم می‌کند، هرچند حجم رم کمتر از نسخه استاندارد است و ممکن است در مولتی‌تسکینگ سنگین محدودیت ایجاد کند. دوربین اصلی ۸ مگاپیکسلی با فوکوس خودکار و قابلیت فیلم‌برداری Full HD کیفیت مناسبی برای عکس‌ها و ویدیوهای روزمره ارائه می‌دهد. دوربین سلفی ۵ مگاپیکسلی کیفیت تماس‌های تصویری و کلاس‌های آنلاین را افزایش داده و نسبت به نسخه ۸.۷ اینچی، تجربه بهتری برای ویدیوچت فراهم می‌کند. باتری ۷۰۴۰ میلی‌آمپرساعتی با پشتیبانی از شارژ سریع ۱۵ واتی طول عمر مناسبی برای استفاده روزمره و حتی کاربری نیمه‌سنگین دارد. این تبلت مجهز به چهار اسپیکر ۱.۲ واتی استریو است که کیفیت صدا را در تماشای فیلم و پخش موسیقی بهبود می‌بخشد. حسگرهای قطب‌نما، شتاب‌سنج، مجاورت و ژیروسکوپ نیز امکانات جانبی کامل و کاربردی فراهم می‌کنند.
93,93,tablet,تبلت اپل مدل iPad Pro 2024 M4 Wi-Fi,iph,115900000,۱۱۵.۹۰۰.۰۰۰,13 اینچ,۵۷۹ گرم,8,256,12,12,264,اپل با نسل یازدهم آیپد ۱۱ اینچی در سال ۲۰۲۵، همچنان جایگاه خود را به عنوان بهترین تبلت برای اکثر مردم حفظ کرده است. این مدل با ارتقای پردازنده به A16 Bionic تعادل بسیار خوبی بین عملکرد، امکانات و قیمت برقرار می‌کند. طراحی آلومینیومی آشنا و خوش‌ساخت آن با ضخامت ۷ میلی‌متر و وزن ۴۷۷ گرم، در کنار صفحه‌نمایش ۱۱ اینچی Liquid Retina با رزولوشن ۱۶۴۰ در ۲۳۶۰ پیکسل و رنگ‌های زنده و روشنایی ۵۰۰ نیت، تجربه‌ی بصری لذت‌بخشی را برای وب‌گردی، تماشای فیلم و بازی ارائه می‌دهد، هرچند نمایشگر ۶۰ هرتزی آن فاقد برخی ویژگی‌های مدل‌های گران‌تر مانند پوشش ضد انعکاس است. تراشه‌ی A16 Bionic با پردازنده ۵ هسته‌ای، گرافیک ۴ هسته‌ای و موتور عصبی ۱۶ هسته‌ای به همراه ۶ گیگابایت رم، جهش عملکردی قابل توجهی نسبت به نسل قبل ایجاد کرده و اجرای روان برنامه‌ها و بازی‌ها را تضمین می‌کند. با این حال، این تراشه برای اجرای قابلیت‌های پیشرفته‌ی Apple Intelligence کافی نیست. گزینه‌های حافظه داخلی از ۱۲۸ گیگابایت تا ۵۱۲ گیگابایت متغیرند. دوربین‌های ۱۲ مگاپیکسلی پشت و جلو مجهز به Center Stage، کیفیت مناسبی برای یک تبلت دارند. عمر باتری مانند همیشه عالی است و تا ۱۰ ساعت استفاده‌ی مداوم را فراهم می‌کند. اتصالات شامل Wi-Fi 6، بلوتوث 5.3 و پورت USB-C 2.0 است و با نسل اول قلم اپل و کیبورد Magic Keyboard Folio سازگار است. آیپد ۲۰۲۵، با وجود نداشتن جدیدترین قابلیت‌های هوش مصنوعی، همچنان یک تبلت فوق‌العاده کارآمد و با ارزش خرید بالاست که نیازهای روزمره‌ی اکثر کاربران را به بهترین شکل برآورده می‌کند.
94,94,tablet,تبلت اپل مدل iPad Pro 2024 M4 Wi-Fi,iph,179990000,۱۷۹.۹۹۰.۰۰۰,13 اینچ,۵۷۹ گرم,16,2056,12,12,264,اپل با نسل یازدهم آیپد ۱۱ اینچی در سال ۲۰۲۵، همچنان جایگاه خود را به عنوان بهترین تبلت برای اکثر مردم حفظ کرده است. این مدل با ارتقای پردازنده به A16 Bionic تعادل بسیار خوبی بین عملکرد، امکانات و قیمت برقرار می‌کند. طراحی آلومینیومی آشنا و خوش‌ساخت آن با ضخامت ۷ میلی‌متر و وزن ۴۷۷ گرم، در کنار صفحه‌نمایش ۱۱ اینچی Liquid Retina با رزولوشن ۱۶۴۰ در ۲۳۶۰ پیکسل و رنگ‌های زنده و روشنایی ۵۰۰ نیت، تجربه‌ی بصری لذت‌بخشی را برای وب‌گردی، تماشای فیلم و بازی ارائه می‌دهد، هرچند نمایشگر ۶۰ هرتزی آن فاقد برخی ویژگی‌های مدل‌های گران‌تر مانند پوشش ضد انعکاس است. تراشه‌ی A16 Bionic با پردازنده ۵ هسته‌ای، گرافیک ۴ هسته‌ای و موتور عصبی ۱۶ هسته‌ای به همراه ۶ گیگابایت رم، جهش عملکردی قابل توجهی نسبت به نسل قبل ایجاد کرده و اجرای روان برنامه‌ها و بازی‌ها را تضمین می‌کند. با این حال، این تراشه برای اجرای قابلیت‌های پیشرفته‌ی Apple Intelligence کافی نیست. گزینه‌های حافظه داخلی از ۱۲۸ گیگابایت تا ۵۱۲ گیگابایت متغیرند. دوربین‌های ۱۲ مگاپیکسلی پشت و جلو مجهز به Center Stage، کیفیت مناسبی برای یک تبلت دارند. عمر باتری مانند همیشه عالی است و تا ۱۰ ساعت استفاده‌ی مداوم را فراهم می‌کند. اتصالات شامل Wi-Fi 6، بلوتوث 5.3 و پورت USB-C 2.0 است و با نسل اول قلم اپل و کیبورد Magic Keyboard Folio سازگار است. آیپد ۲۰۲۵، با وجود نداشتن جدیدترین قابلیت‌های هوش مصنوعی، همچنان یک تبلت فوق‌العاده کارآمد و با ارزش خرید بالاست که نیازهای روزمره‌ی اکثر کاربران را به بهترین شکل برآورده می‌کند.
95,95,tablet,تبلت اپل مدل iPad Air 2025 M3 Wi-Fi,iph,77380000,۷۷.۳۸۰.۰۰۰,13 اینچ,۶۱۷ گرم,8,128,12,12,264,اپل با نسل یازدهم آیپد ۱۱ اینچی در سال ۲۰۲۵، همچنان جایگاه خود را به عنوان بهترین تبلت برای اکثر مردم حفظ کرده است. این مدل با ارتقای پردازنده به A16 Bionic تعادل بسیار خوبی بین عملکرد، امکانات و قیمت برقرار می‌کند. طراحی آلومینیومی آشنا و خوش‌ساخت آن با ضخامت ۷ میلی‌متر و وزن ۴۷۷ گرم، در کنار صفحه‌نمایش ۱۱ اینچی Liquid Retina با رزولوشن ۱۶۴۰ در ۲۳۶۰ پیکسل و رنگ‌های زنده و روشنایی ۵۰۰ نیت، تجربه‌ی بصری لذت‌بخشی را برای وب‌گردی، تماشای فیلم و بازی ارائه می‌دهد، هرچند نمایشگر ۶۰ هرتزی آن فاقد برخی ویژگی‌های مدل‌های گران‌تر مانند پوشش ضد انعکاس است. تراشه‌ی A16 Bionic با پردازنده ۵ هسته‌ای، گرافیک ۴ هسته‌ای و موتور عصبی ۱۶ هسته‌ای به همراه ۶ گیگابایت رم، جهش عملکردی قابل توجهی نسبت به نسل قبل ایجاد کرده و اجرای روان برنامه‌ها و بازی‌ها را تضمین می‌کند. با این حال، این تراشه برای اجرای قابلیت‌های پیشرفته‌ی Apple Intelligence کافی نیست. گزینه‌های حافظه داخلی از ۱۲۸ گیگابایت تا ۵۱۲ گیگابایت متغیرند. دوربین‌های ۱۲ مگاپیکسلی پشت و جلو مجهز به Center Stage، کیفیت مناسبی برای یک تبلت دارند. عمر باتری مانند همیشه عالی است و تا ۱۰ ساعت استفاده‌ی مداوم را فراهم می‌کند. اتصالات شامل Wi-Fi 6، بلوتوث 5.3 و پورت USB-C 2.0 است و با نسل اول قلم اپل و کیبورد Magic Keyboard Folio سازگار است. آیپد ۲۰۲۵، با وجود نداشتن جدیدترین قابلیت‌های هوش مصنوعی، همچنان یک تبلت فوق‌العاده کارآمد و با ارزش خرید بالاست که نیازهای روزمره‌ی اکثر کاربران را به بهترین شکل برآورده می‌کند.
96,96,tablet,تبلت سامسونگ مدل Galaxy Tab S10 Ultra,sam,102990000,۱۰۲.۹۹۰.۰۰۰,14.6 اینچ,۷۱۸ گرم,12,256,13,12,239,تبلت پرچمدار سامسونگ گلکسی Tab S10 Ultra با ابعاد غول‌پیکر و سخت‌افزار قدرتمندش حتی می‌تواند نقش یک لپ‌تاپ را ایفا کند. بدنه تمام‌فلزی خوش‌ساخت این تبلت با بهره‌مندی از استاندارد IP68 حس پریمیوم و لوکسی را القا می‌کند. وزن ۷۱۸ گرمی این تبلت به‌خودی خود زیاد است؛ اما با در نظر گرفتن کاربری و قابلیت‌های آن، می‌توانید گلکسی Tab S10 Ultra را در کیف و کوله‌های مخصوص برای حمل‌ونقل راحت قرار دهید. این نسخه از تبلت پرچمدار سامسونگ تنها از اتصال Wi-Fi پشتیبانی می‌کند؛ اما می‌توانید نسخه مجهز به 5G آن را هم تهیه کنید. تراشه مدیاتک +Dimensity 9300 به عنوان قلب تپنده تبلت سامسونگ، از پردازنده هشت هسته‌ای با حداکثر فرکانس ۳.۴ گیگاهرتزی قدرت می‌گیرد. پردازنده گرافیکی ۱۲ هسته‌ای آن نیز از فناوری رهگیری پرتو بهره می‌برد. کره‌ای‌ها ۱۲ یا ۱۶ گیگابایت حافظه رم به‌همراه ۲۵۶ یا ۵۱۲ گیگابایت یا یک ترابایت حافظه داخلی را برای این مدل در نظر گرفته‌اند. با ترکیب مشخصات سخت‌افزاری مذکور، عملکردی سریع و قدرتمند را از گلکسی Tab S10 Ultra شاهد هستیم. سامسونگ نمایشگر غول‌پیکر ۱۴.۶ اینچی Dynamic AMOLED 2X با نرخ به‌روزرسانی ۱۲۰ هرتز و رزولوشن ۲۹۶۰ در ۱۸۴۸ پیکسل را در این تبلت تعبیه کرده تا تصاویر با کیفیت فوق‌العاده و با رنگ‌ولعاب جذاب به‌نمایش در بیایند. این تبلت از پورت USB-C 3.2 و کانکتور مغناطیسی برای اتصال لوازم جانبی بهره می‌برد. اندروید ۱۴ پیش‌فرض با وعده هفت سال پشتیبانی اساسی، مجموعه ویژگی‌های هوش مصنوعی Galaxy AI، دوربین دوگانه اصلی و سلفی و بلندگوی استریوی چهارگانه AKG از سایر مشخصات این محصول هستند. سامسونگ با تعبیه باتری ۱۱۲۰۰ میلی‌آمپر ساعتی، امکان شارژدهی ۱۰ ساعته حین وب‌گردی را فراهم کرده است.
97,97,tablet,تبلت سامسونگ مدل Galaxy Tab A9 Plus 5G,sam,27730000,۲۷.۷۳۰.۰۰۰,11 اینچ,۴۹۲ گرم,8,128,12,12,206,تبلت Samsung Galaxy Tab A9 Plus 5G یکی دیگر از مدل‌های سری A سامسونگ است که هم‌زمان با مدل استاندارد A9 معرفی شد، اما تمرکز آن روی اتصال ۵G و نمایشگر بزرگ‌تر است. این مدل با ابعاد ۲۵۷.۱ در ۱۶۸.۷ میلی‌متر و ضخامت ۶.۹ میلی‌متر، طراحی باریک و نسبتا سبک با وزن ۴۹۲ گرم دارد. برخلاف نسخه معمولی، این تبلت از یک سیم‌کارت نانو و قابلیت E-Sim پشتیبانی می‌کند، هرچند در ایران استفاده از E-Sim فعلا امکان‌پذیر نیست. سیستم‌عامل آن اندروید ۱۳ با رابط کاربری One UI ۶.۱ تجربه‌ای روان و مدرن ارائه می‌دهد. نمایشگر ۱۱ اینچی TFT با رزولوشن ۱۹۲۰ در ۱۲۰۰ پیکسل و تراکم ۲۰۶ppi کیفیت بهتری نسبت به نسخه ۸.۷ اینچی دارد و نرخ نوسازی ۹۰ هرتز باعث نمایش روان‌تر محتوا می‌شود. نسبت تصویر ۱۶:۱۰ و قابلیت نمایش ۱۶ میلیون رنگ، تجربه تماشای فیلم و بازی را ارتقا می‌دهد، هرچند پنل TFT هنوز در نمایش رنگ‌ها محدودیت دارد. تراشه Snapdragon 695 5G با لیتوگرافی ۶ نانومتری و پردازنده هشت هسته‌ای (دو هسته Kryo 660 Gold و شش هسته Kryo 660 Silver) همراه با پردازنده گرافیکی Adreno 619، عملکرد مناسبی برای برنامه‌های روزمره، شبکه‌های اجتماعی و بازی‌های سبک تا متوسط ارائه می‌دهد. رم ۴ گیگابایتی و حافظه داخلی ۶۴ گیگابایت قابل ارتقا تا یک ترابایت با کارت microSD فضای کافی برای ذخیره فایل‌ها فراهم می‌کند، هرچند حجم رم کمتر از نسخه استاندارد است و ممکن است در مولتی‌تسکینگ سنگین محدودیت ایجاد کند. دوربین اصلی ۸ مگاپیکسلی با فوکوس خودکار و قابلیت فیلم‌برداری Full HD کیفیت مناسبی برای عکس‌ها و ویدیوهای روزمره ارائه می‌دهد. دوربین سلفی ۵ مگاپیکسلی کیفیت تماس‌های تصویری و کلاس‌های آنلاین را افزایش داده و نسبت به نسخه ۸.۷ اینچی، تجربه بهتری برای ویدیوچت فراهم می‌کند. باتری ۷۰۴۰ میلی‌آمپرساعتی با پشتیبانی از شارژ سریع ۱۵ واتی طول عمر مناسبی برای استفاده روزمره و حتی کاربری نیمه‌سنگین دارد. این تبلت مجهز به چهار اسپیکر ۱.۲ واتی استریو است که کیفیت صدا را در تماشای فیلم و پخش موسیقی بهبود می‌بخشد. حسگرهای قطب‌نما، شتاب‌سنج، مجاورت و ژیروسکوپ نیز امکانات جانبی کامل و کاربردی فراهم می‌کنند.
98,98,tablet,تبلت سامسونگ مدل Galaxy Tab S10 FE Wi-Fi,sam,44990000,۴۴.۹۹۰.۰۰۰,10.9 اینچ,۴۹۷ گرم,8,128,13,12,249,گلکسی تب S10 FE سامسونگ، با نمایشگر ۱۰.۹ اینچی، تجسمی از فلسفه‌ی  است؛ تبلتی که قدرت و ظرافت پرچم‌داران را با قیمتی هوشمندانه‌تر به ارمغان می‌آورد. این دستگاه با بدنه‌ی آلومینیومی باریک ۶ میلی‌متری و استاندارد مقاومتی IP68، همراهی بی‌باک برای خلاقیت و کار در هر شرایطی است. در قلب آن، تراشه‌ی قدرتمند Exynos 1580 به همراه ۸ و 12 گیگابایت رم، اجرای روان برنامه‌ها و بازی‌ها را بر روی نمایشگر IPS LCD با رزولوشن ۲۳۰۴ در ۱۴۴۰ پیکسل و نرخ نوسازی ۹۰ هرتز تضمین می‌کند. قلم S Pen همراه دستگاه، بوم نقاشی ایده‌آلی برای طراحان و یادداشت‌برداری سریع برای دانشجویان فراهم می‌کند. دوربین‌های ۱۳ مگاپیکسلی پشت و ۱۲ مگاپیکسلی فوق‌عریض جلو، هر دو با قابلیت فیلم‌برداری 4K، لحظات شما را با کیفیت ثبت می‌کنند و اسپیکرهای استریوی تنظیم‌شده توسط AKG، صدایی رسا ارائه می‌دهند. حافظه‌ی داخلی ۱۲۸ و 256 گیگابایتی با پشتیبانی از کارت حافظه تا دو ترابایت، فضای بی‌نهایتی را در اختیار شما قرار می‌دهد. باتری ۸۰۰0 میلی‌آمپر ساعتی با شارژ سریع ۴۵ وات، تا ۲۰ ساعت شما را همراهی می‌کند. این تبلت با اندروید ۱۵ و رابط کاربری One UI 7، در دو نسخه‌ی وای‌فای 6E و 5G عرضه شده تا همیشه و همه‌جا متصل بمانید. گلکسی تب S10 FE، با ترکیب هوشمندانه‌ی قدرت، دوام، خلاقیت و اتصال، یک قهرمان همه‌فن‌حریف برای نسل جدید کاربران است.
99,99,tablet,تبلت مایکروسافت مدل Surface Pro 10-Core Ultra 7 165U,mic,181300000,۱۸۱.۳۰۰.۰۰۰,13 اینچی,۸۷۹ گرم,16,512,10,8,267,مایکروسافت با عرضه Surface Pro 10 بار دیگر نشان داد که همچنان یکی از اصلی‌ترین بازیگران عرصه تبلت‌های هیبریدی است. این محصول تازه، مرز بین لپ‌تاپ و تبلت را باریک‌تر کرده و برای کاربرانی طراحی شده که هم قدرت پردازشی یک لپ‌تاپ کامل را می‌خواهند و هم سبک بودن و قابلیت حمل یک تبلت را. ترکیب پردازنده جدید Core Ultra 7، نمایشگر پیشرفته PixelSense Flow و پشتیبانی از قلم و کیبورد، این دستگاه را به ابزاری همه‌کاره برای دانشجویان، طراحان، مدیران و حتی کاربران حرفه‌ای بدل کرده است.
100,100,tablet,تبلت مایکروسافت مدل Surface Pro 11-Snapdragon X Elite OLED,mic,173300000,۱۷۳.۳۰۰.۰۰۰,13 اینچی,۸۷۹ گرم,16,512,10,8,267,مایکروسافت با عرضه Surface Pro 11 بار دیگر نشان داد که همچنان یکی از اصلی‌ترین بازیگران عرصه تبلت‌های هیبریدی است. این محصول تازه، مرز بین لپ‌تاپ و تبلت را باریک‌تر کرده و برای کاربرانی طراحی شده که هم قدرت پردازشی یک لپ‌تاپ کامل را می‌خواهند و هم سبک بودن و قابلیت حمل یک تبلت را. ترکیب پردازنده جدید Core Ultra 7، نمایشگر پیشرفته PixelSense Flow و پشتیبانی از قلم و کیبورد، این دستگاه را به ابزاری همه‌کاره برای دانشجویان، طراحان، مدیران و حتی کاربران حرفه‌ای بدل کرده است.